,Unnamed: 0,word,sentence1,sentence2,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,Class,mean_relatedness,median_relatedness,diff,count,sd_relatedness,distance_bert,distance_elmo,se_relatedness,v1,v2,sensorimotor_distance,action_distance,perceptual_distance,baseline_distance
199,199,count,That was the noble count.,That was the correct count.,False,Homonymy,noble,correct,M1_a_M2_b,N,0.375,0.0,0.375,16,0.718795288,0.410678089,0.090347171,0.179698822,M1_a,M2_b,0.0682699893816001,0.0390549064008248,0.021261039477644,0.03754078956393325
200,200,count,That was the vengeful count.,That was the final count.,False,Homonymy,vengeful,final,M1_b_M2_a,N,0.75,1.0,0.25,12,0.866025404,0.376726568,0.141276062,0.25,M1_b,M2_a,0.0255143448952727,0.0253348921047292,0.0256079878438201,0.06459740702695294
201,201,count,That was the vengeful count.,That was the correct count.,False,Homonymy,vengeful,correct,M1_b_M2_b,N,0.9375,1.0,0.0625,16,1.123610253,0.288782477,0.135300875,0.280902563,M1_b,M2_b,0.0385059241721547,0.026363659638193,0.0380106801889067,0.059777122495520474
202,202,count,That was the noble count.,That was the vengeful count.,True,Homonymy,noble,vengeful,M1_a_M1_b,N,3.0,3.5,0.5,14,1.300887271,0.235204935,0.049302697,0.347676748,M1_a,M1_b,0.0620956716115524,0.0728448277949663,0.0114649517762867,0.07727423824587898
203,203,count,That was the final count.,That was the correct count.,True,Homonymy,final,correct,M2_a_M2_b,N,3.416666667,4.0,0.583333333,12,0.792961461,0.172608733,0.063432813,0.228908257,M2_a,M2_b,0.0676645553795195,0.0535719258005625,0.0672448105929297,0.021877091388798564
204,204,course,It was an introductory course.,It was a charted course.,False,Polysemy,introductory,charted,M1_a_M2_a,N,1.25,0.5,0.75,12,1.422226168,0.352136493,0.064659238,0.41056133,M1_a,M2_a,0.1547598363687101,0.2142243947413987,0.0499235941933354,
205,205,course,It was an introductory course.,It was a collision course.,False,Polysemy,introductory,collision,M1_a_M2_b,N,1.375,1.0,0.375,16,1.360147051,0.476619899,0.099086463,0.340036763,M1_a,M2_b,0.0640811752007705,0.1201538129423673,0.0256194788021552,0.17680161993399446
206,206,course,It was a pass-fail course.,It was a charted course.,False,Polysemy,pass-fail,charted,M1_b_M2_a,N,0.7,0.0,0.7,20,0.864504726,0.654132903,0.061700404,0.193309133,M1_b,M2_a,0.1878765911521863,0.2182074399278869,0.1436268567972075,
207,207,course,It was a pass-fail course.,It was a collision course.,False,Polysemy,pass-fail,collision,M1_b_M2_b,N,1.111111111,0.0,1.111111111,9,1.536590743,0.667362005,0.068087399,0.512196914,M1_b,M2_b,0.0942254324200941,0.0771489414228915,0.0954682744728036,
208,208,course,It was an introductory course.,It was a pass-fail course.,True,Polysemy,introductory,pass-fail,M1_a_M1_b,N,3.909090909,4.0,0.090909091,11,0.301511345,0.595319211,0.053492665,0.090909091,M1_a,M1_b,0.0752583496745339,0.0507277721706018,0.0657864079274584,
209,209,course,It was a charted course.,It was a collision course.,True,Polysemy,charted,collision,M2_a_M2_b,N,2.222222222,3.0,0.777777778,9,1.56347192,0.28404367,0.085401952,0.521157307,M2_a,M2_b,0.0479742292892462,0.0524968689273415,0.0091018658472669,
210,210,cross,He crossed a road.,He crossed an enemy.,False,Polysemy,road,enemy,M1_a_M2_a,V,0.727272727,0.0,0.727272727,11,1.103712743,0.328189552,0.101659954,0.332781913,M1_a,M2_a,0.0986442877018719,0.110780625766767,0.0220788183889795,0.24967118391145982
211,211,cross,He crossed a road.,He crossed a friend.,False,Polysemy,road,friend,M1_a_M2_b,V,0.375,0.0,0.375,16,0.5,0.47225827,0.097827077,0.125,M1_a,M2_b,0.0819501485017225,0.0422485058500958,0.1259886692066203,0.2308135964743515
212,212,cross,He crossed a room.,He crossed an enemy.,False,Polysemy,room,enemy,M1_b_M2_a,V,0.882352941,0.0,0.882352941,17,1.053704948,0.324942768,0.104293823,0.255560988,M1_b,M2_a,0.1209490082652366,0.1515920966319776,0.0417556021501968,0.18905784708887197
213,213,cross,He crossed a room.,He crossed a friend.,False,Polysemy,room,friend,M1_b_M2_b,V,0.642857143,0.5,0.142857143,14,0.744946344,0.429726541,0.088190854,0.199095285,M1_b,M2_b,0.0878090833319349,0.0551777878894241,0.1460348973174232,0.13567838948613375
214,214,cross,He crossed a road.,He crossed a room.,True,Polysemy,road,room,M1_a_M1_b,V,2.666666667,3.0,0.333333333,9,1.658312395,0.21152842,0.08060652,0.552770798,M1_a,M1_b,0.0239454683278054,0.0118533217233389,0.0209419156159546,0.06945738021531789
215,215,cross,He crossed an enemy.,He crossed a friend.,True,Polysemy,enemy,friend,M2_a_M2_b,V,3.0,4.0,1.0,10,1.333333333,0.156759024,0.066878438,0.421637021,M2_a,M2_b,0.0476223823027582,0.039484024715422,0.0475603676411284,0.02238432153845238
216,216,date,It was a dinner date.,It was an expiration date.,False,Polysemy,dinner,expiration,M1_a_M2_a,N,1.25,1.5,0.25,8,1.164964745,0.350375831,0.095204234,0.411877236,M1_a,M2_a,0.0210647379192751,0.01225193738153,0.0263734239442265,0.07737495266024885
217,217,date,It was a dinner date.,It was a historical date.,False,Polysemy,dinner,historical,M1_a_M2_b,N,1.176470588,1.0,0.176470588,17,1.185078801,0.52690661,0.100363076,0.287423828,M1_a,M2_b,0.1576225012475014,0.2145156746726867,0.1111134381449089,0.38804503469063434
218,218,date,It was a blind date.,It was an expiration date.,False,Polysemy,blind,expiration,M1_b_M2_a,N,0.230769231,0.0,0.230769231,13,0.59914469,0.402957261,0.083028615,0.166172838,M1_b,M2_a,0.0312584683610066,0.0197379021535964,0.0367344583070522,0.16490509535483278
219,219,date,It was a blind date.,It was a historical date.,False,Polysemy,blind,historical,M1_b_M2_b,N,0.75,0.5,0.25,8,0.88640526,0.53855145,0.06692189,0.313391585,M1_b,M2_b,0.1623322126613168,0.2405874995627315,0.0487064678821133,0.20746022647596596
220,220,date,It was a dinner date.,It was a blind date.,True,Polysemy,dinner,blind,M1_a_M1_b,N,3.882352941,4.0,0.117647059,17,0.332105582,0.233226001,0.079917014,0.080547435,M1_a,M1_b,0.0285092760787279,0.0093712822320533,0.0270728637745037,0.30972627491996696
221,221,date,It was an expiration date.,It was a historical date.,True,Polysemy,expiration,historical,M2_a_M2_b,N,2.928571429,3.0,0.071428571,14,1.268814451,0.421628237,0.076293349,0.339104926,M2_a,M2_b,0.1433818696222163,0.1618287458273583,0.1204845663171854,0.19512402718200317
222,222,degree,It was about forty degrees.,It was about associate degrees.,False,Polysemy,forty,associate,M1_a_M2_a,N,0.071428571,0.0,0.071428571,14,0.267261242,0.530085713,0.169271886,0.071428571,M1_a,M2_a,0.1679639825544809,0.1433654905562273,0.1962862761080389,0.07593001696250379
223,223,degree,It was about forty degrees.,It was about college degrees.,False,Polysemy,forty,college,M1_a_M2_b,N,0.166666667,0.0,0.166666667,12,0.577350269,0.548691094,0.175453067,0.166666667,M1_a,M2_b,0.2190546078942837,0.2922258585043763,0.1415182346421761,0.09717409855069203
224,224,degree,It was about fifty degrees.,It was about associate degrees.,False,Polysemy,fifty,associate,M1_b_M2_a,N,0.076923077,0.0,0.076923077,13,0.277350098,0.527711362,0.18201381,0.076923077,M1_b,M2_a,0.1768232346846822,0.0929332121878381,0.2317981276782664,0.073790484634641
225,225,degree,It was about fifty degrees.,It was about college degrees.,False,Polysemy,fifty,college,M1_b_M2_b,N,0.0,0.0,0.0,10,0.0,0.541428059,0.189542115,0.0,M1_b,M2_b,0.1883205262782825,0.2207082274055203,0.1582718987840028,0.10009507511317883
226,226,degree,It was about forty degrees.,It was about fifty degrees.,True,Polysemy,forty,fifty,M1_a_M1_b,N,3.736842105,4.0,0.263157895,19,0.805681579,0.012964308,0.004413784,0.184836031,M1_a,M1_b,0.0155362552732692,0.00999348796373,0.0054968481684598,0.08804946712853023
227,227,degree,It was about associate degrees.,It was about college degrees.,True,Polysemy,associate,college,M2_a_M2_b,N,3.888888889,4.0,0.111111111,9,0.333333333,0.107942104,0.038037837,0.111111111,M2_a,M2_b,0.0436758767420634,0.0341261086816203,0.0420736082435778,0.06197562571366988
228,228,design,They liked the floral design.,They liked the product design.,False,Polysemy,floral,product,M1_a_M2_a,N,2.888888889,3.0,0.111111111,9,0.78173596,0.22197926,0.097193956,0.260578653,M1_a,M2_a,0.0330035597617979,0.0056372615976396,0.042546055105427,0.11190382772798402
229,229,design,They liked the floral design.,They liked the architectural design.,False,Polysemy,floral,architectural,M1_a_M2_b,N,3.75,4.0,0.25,16,0.577350269,0.185480773,0.062090397,0.144337567,M1_a,M2_b,0.0346180743349694,0.0253924755697466,0.0303897723654474,0.12591794297233372
230,230,design,They liked the geometric design.,They liked the product design.,False,Polysemy,geometric,product,M1_b_M2_a,N,3.454545455,4.0,0.545454545,11,0.934198733,0.216541827,0.090237439,0.281671516,M1_b,M2_a,0.025312848020943,0.0054554707137963,0.0391413950003893,0.13308352275559376
231,231,design,They liked the geometric design.,They liked the architectural design.,False,Polysemy,geometric,architectural,M1_b_M2_b,N,3.538461538,4.0,0.461538462,13,0.776250026,0.166111648,0.048311472,0.215293021,M1_b,M2_b,0.0103038390017364,0.0197531951153874,0.0020898474453848,0.024181589951480453
232,232,design,They liked the floral design.,They liked the geometric design.,True,Polysemy,floral,geometric,M1_a_M1_b,N,3.9,4.0,0.1,20,0.307793506,0.151654482,0.039994121,0.06882472,M1_a,M1_b,0.0277018789445453,0.0048572611874229,0.0367529536450152,0.1459851966598803
233,233,design,They liked the product design.,They liked the architectural design.,True,Polysemy,product,architectural,M2_a_M2_b,N,3.5,4.0,0.5,8,0.9258201,0.144426942,0.093203187,0.327326835,M2_a,M2_b,0.0297236072689766,0.0108327447748053,0.0440591714233942,0.10545440767637893
234,234,dinner,They liked the turkey dinner.,They liked the formal dinner.,False,Polysemy,turkey,formal,M1_a_M2_a,N,3.75,4.0,0.25,12,0.621581561,0.122385681,0.069369137,0.179435141,M1_a,M2_a,0.008397987552654,0.0044133697908853,0.0026594785147472,0.279784975280604
235,235,dinner,They liked the turkey dinner.,They liked the anniversary dinner.,False,Polysemy,turkey,anniversary,M1_a_M2_b,N,3.733333333,4.0,0.266666667,15,0.59361684,0.089506567,0.039854407,0.153271209,M1_a,M2_b,0.004960974993079,0.0060562624914136,0.0044209558077501,0.38177421318370164
236,236,dinner,They liked the light dinner.,They liked the formal dinner.,False,Polysemy,light,formal,M1_b_M2_a,N,3.454545455,4.0,0.545454545,11,1.035725481,0.075368047,0.057322264,0.312282982,M1_b,M2_a,0.0128940574882913,0.0100883787184714,0.0041558922614266,0.1592155762718639
237,237,dinner,They liked the light dinner.,They liked the anniversary dinner.,False,Polysemy,light,anniversary,M1_b_M2_b,N,3.846153846,4.0,0.153846154,13,0.554700196,0.128708661,0.041846991,0.153846154,M1_b,M2_b,0.0098323300425289,0.0094760246001621,0.0098002453084816,0.3116112000845135
238,238,dinner,They liked the turkey dinner.,They liked the light dinner.,True,Polysemy,turkey,light,M1_a_M1_b,N,3.846153846,4.0,0.153846154,13,0.375533808,0.095041096,0.03463757,0.104154339,M1_a,M1_b,0.0065484493427038,0.0086914860986738,0.0052539266526101,0.3774205729433199
239,239,dinner,They liked the formal dinner.,They liked the anniversary dinner.,True,Polysemy,formal,anniversary,M2_a_M2_b,N,3.923076923,4.0,0.076923077,13,0.277350098,0.063754916,0.054771185,0.076923077,M2_a,M2_b,0.0098668548417746,0.0023024371973139,0.0056273576341395,0.1162840540088832
240,240,drain,They drained the account.,They drained the pool.,False,Polysemy,account,pool,M1_a_M2_a,V,1.615384615,1.0,0.615384615,13,1.32529629,0.279023349,0.171304047,0.367571056,M1_a,M2_a,0.0832495685834913,0.0717498891806018,0.0891809928058503,0.23266700704380405
241,241,drain,They drained the account.,They drained the pond.,False,Polysemy,account,pond,M1_a_M2_b,V,2.333333333,2.0,0.333333333,12,1.07308674,0.312390685,0.194308102,0.309773459,M1_a,M2_b,0.0671861552950271,0.0677739464752862,0.0645687257825911,0.2083376701823535
242,242,drain,They drained the budget.,They drained the pool.,False,Polysemy,budget,pool,M1_b_M2_a,V,1.7,2.0,0.3,10,1.059349905,0.36032635,0.151669145,0.334995854,M1_b,M2_a,0.2886163759316472,0.1806361103530945,0.3376044408454434,0.20916369155143644
243,243,drain,They drained the budget.,They drained the pond.,False,Polysemy,budget,pond,M1_b_M2_b,V,1.9375,2.0,0.0625,16,1.181453907,0.365361273,0.174552143,0.295363477,M1_b,M2_b,0.2686741096984614,0.144058243282603,0.3035630113550781,0.1767511988029551
244,244,drain,They drained the account.,They drained the budget.,True,Polysemy,account,budget,M1_a_M1_b,V,3.8,4.0,0.2,10,0.421637021,0.163004339,0.135794103,0.133333333,M1_a,M1_b,0.1012669250262653,0.0438436908179777,0.1006365781613489,0.05763777736776188
245,245,drain,They drained the pool.,They drained the pond.,True,Polysemy,pool,pond,M2_a_M2_b,V,3.75,4.0,0.25,16,0.577350269,0.119492829,0.047318161,0.144337567,M2_a,M2_b,0.0130005493965549,0.0109034960465548,0.0122609836370997,0.031698350701390154
246,246,draw,He drew a gun.,He drew a tree.,False,Polysemy,gun,tree,M1_a_M2_a,V,0.363636364,0.0,0.363636364,11,1.206045378,0.326175928,0.077704012,0.363636364,M1_a,M2_a,0.0462416388457516,0.0295845889783722,0.0180877987259774,0.06079867486211854
247,247,draw,He drew a gun.,They drew a picture.,False,Polysemy,gun,picture,M1_a_M2_b,V,0.461538462,0.0,0.461538462,13,0.967417922,0.411751091,0.143300056,0.268313456,M1_a,M2_b,0.0475075532422024,0.0161114234413157,0.0570981068942598,0.18785861143990512
248,248,draw,He drew a sword.,He drew a tree.,False,Polysemy,sword,tree,M1_b_M2_a,V,0.6,0.0,0.6,10,1.264911064,0.268451571,0.068489969,0.4,M1_b,M2_a,0.0576964692797083,0.0372453272886266,0.0776704457535816,0.0854688865692852
249,249,draw,He drew a sword.,They drew a picture.,False,Polysemy,sword,picture,M1_b_M2_b,V,0.473684211,0.0,0.473684211,19,1.020262551,0.384750426,0.15406543,0.234064282,M1_b,M2_b,0.0880966953877548,0.0327089712144698,0.1447775654803441,0.17377315888894196
250,250,draw,He drew a gun.,He drew a sword.,True,Polysemy,gun,sword,M1_a_M1_b,V,3.0625,3.5,0.4375,16,1.340087062,0.12595737,0.049517512,0.335021765,M1_a,M1_b,0.036048119173537,0.0069101802276866,0.0268930038708882,0.09179961805018877
251,251,draw,He drew a tree.,They drew a picture.,True,Polysemy,tree,picture,M2_a_M2_b,V,4.0,4.0,0.0,8,0.0,0.222712755,0.100153685,0.0,M2_a,M2_b,0.0128564374790614,0.007856937011115,0.0171374673885312,0.06811836977853203
252,252,dream,He had a recurring dream.,He had a childhood dream.,False,Polysemy,recurring,childhood,M1_a_M2_a,N,2.5,2.5,0.0,12,1.566698904,0.103289008,0.066080987,0.452267017,M1_a,M2_a,0.0165532788790891,0.0053198064381156,0.0240258152900976,0.10116911405679319
253,253,dream,He had a recurring dream.,He had a career dream.,False,Polysemy,recurring,career,M1_a_M2_b,N,1.764705882,2.0,0.235294118,17,1.251469724,0.399492979,0.081509531,0.303525992,M1_a,M2_b,0.0225368113060604,0.0315535896119882,0.0117939771698492,0.08266039516378987
254,254,dream,He had a bad dream.,He had a childhood dream.,False,Polysemy,bad,childhood,M1_b_M2_a,N,1.888888889,2.0,0.111111111,9,1.054092553,0.217616677,0.090056121,0.351364184,M1_b,M2_a,0.0069125106855786,0.0115138096327583,0.003096033656401,0.017780811291972176
255,255,dream,He had a bad dream.,He had a career dream.,False,Polysemy,bad,career,M1_b_M2_b,N,1.777777778,2.0,0.222222222,9,0.666666667,0.470203102,0.074092865,0.222222222,M1_b,M2_b,0.0170969275464303,0.0201410151465405,0.014487776018808,0.06890634046917765
256,256,dream,He had a recurring dream.,He had a bad dream.,True,Polysemy,recurring,bad,M1_a_M1_b,N,4.0,4.0,0.0,11,0.0,0.11092937,0.069384634,0.0,M1_a,M1_b,0.0124168970624317,0.0110223727541065,0.0107138255880924,0.10209486290255432
257,257,dream,He had a childhood dream.,He had a career dream.,True,Polysemy,childhood,career,M2_a_M2_b,N,3.421052632,4.0,0.578947368,19,0.692482609,0.354789078,0.057070136,0.158866406,M2_a,M2_b,0.017178417334731,0.0134971750951405,0.0202323857259753,0.09410990555491283
258,258,drill,It was a grueling drill.,It was an electric drill.,False,Homonymy,grueling,electric,M1_a_M2_a,N,0.4,0.0,0.4,10,0.699205899,0.255461097,0.114933491,0.221108319,M1_a,M2_a,0.1144011333756299,0.0845219218502334,0.0527933773178543,0.07762753663438149
259,259,drill,It was a grueling drill.,It was a battery-powered drill.,False,Homonymy,grueling,battery-powered,M1_a_M2_b,N,0.636363636,0.0,0.636363636,11,0.809039835,0.634080291,0.163684726,0.243934688,M1_a,M2_b,0.1044201570365612,0.0779087535073989,0.042743900396276,
260,260,drill,It was a challenging drill.,It was an electric drill.,False,Homonymy,challenging,electric,M1_b_M2_a,N,0.230769231,0.0,0.230769231,13,0.43852901,0.254882514,0.127792597,0.121626064,M1_b,M2_a,0.1883463400374283,0.1457436046281027,0.0349686385479779,
261,261,drill,It was a challenging drill.,It was a battery-powered drill.,False,Homonymy,challenging,battery-powered,M1_b_M2_b,N,0.153846154,0.0,0.153846154,13,0.375533808,0.656190097,0.18358022,0.104154339,M1_b,M2_b,0.1794385848684402,0.1364458698299092,0.0284737052081412,
262,262,drill,It was a grueling drill.,It was a challenging drill.,True,Homonymy,grueling,challenging,M1_a_M1_b,N,2.888888889,3.5,0.611111111,18,1.278274981,0.147376478,0.046640277,0.301292303,M1_a,M1_b,0.0226252111670227,0.0108126818847563,0.0103742352270179,
263,263,drill,It was an electric drill.,It was a battery-powered drill.,True,Homonymy,electric,battery-powered,M2_a_M2_b,N,4.0,4.0,0.0,12,0.0,0.561830163,0.086390257,0.0,M2_a,M2_b,0.011228714334977,0.0322361730203195,0.0055197533444251,
264,264,examination,It was a multiple-choice examination.,It was a prostate examination.,False,Polysemy,multiple-choice,prostate,M1_a_M2_a,N,2.0,2.0,0.0,13,1.224744871,0.602444679,0.081607401,0.33968311,M1_a,M2_a,0.0216415468698535,0.016012431815659,0.0267743877831353,
265,265,examination,It was a multiple-choice examination.,It was a physical examination.,False,Polysemy,multiple-choice,physical,M1_a_M2_b,N,3.125,3.5,0.375,8,0.991031209,0.57866478,0.046395063,0.350382444,M1_a,M2_b,0.0924887859462225,0.1066877407722675,0.0539025320522456,
266,266,examination,It was a difficult examination.,It was a prostate examination.,False,Polysemy,difficult,prostate,M1_b_M2_a,N,1.764705882,2.0,0.235294118,17,1.251469724,0.354614735,0.158068538,0.303525992,M1_b,M2_a,0.0396519646051501,0.0415594900666326,0.0336602640839177,0.420116685867433
267,267,examination,It was a difficult examination.,It was a physical examination.,False,Polysemy,difficult,physical,M1_b_M2_b,N,2.625,2.5,0.125,8,1.302470181,0.239612997,0.069825172,0.460492749,M1_b,M2_b,0.135716504618247,0.1639169563413842,0.0665366639187966,0.2684941680038371
268,268,examination,It was a multiple-choice examination.,It was a difficult examination.,True,Polysemy,multiple-choice,difficult,M1_a_M1_b,N,3.526315789,4.0,0.473684211,19,0.841191024,0.610408217,0.079852462,0.192982456,M1_a,M1_b,0.0249946610356791,0.0109119378969592,0.0330081822558514,
269,269,examination,It was a prostate examination.,It was a physical examination.,True,Polysemy,prostate,physical,M2_a_M2_b,N,4.0,4.0,0.0,12,0.0,0.137051105,0.090358555,0.0,M2_a,M2_b,0.0407337565707948,0.0487066122309063,0.0110754268077979,0.23720947452958208
270,270,fan,They had an electric fan.,They had a zealous fan.,False,Homonymy,electric,zealous,M1_a_M2_a,N,0.266666667,0.0,0.266666667,15,0.59361684,0.402846813,0.177222013,0.153271209,M1_a,M2_a,0.0738125024079388,0.138037280419908,0.0302091813900658,0.1219036439145118
271,271,fan,They had an electric fan.,They had an enthusiastic fan.,False,Homonymy,electric,enthusiastic,M1_a_M2_b,N,0.0,0.0,0.0,12,0.0,0.426824152,0.194414139,0.0,M1_a,M2_b,0.0349957859808343,0.0627690994045383,0.0212272890792191,0.11195651890646396
272,272,fan,They had a ceiling fan.,They had a zealous fan.,False,Homonymy,ceiling,zealous,M1_b_M2_a,N,0.2,0.0,0.2,15,0.560611911,0.475281417,0.176194489,0.144749373,M1_b,M2_a,0.0630143595287086,0.0478181605656782,0.0163757017199467,0.2867036030167007
273,273,fan,They had a ceiling fan.,They had an enthusiastic fan.,False,Homonymy,ceiling,enthusiastic,M1_b_M2_b,N,0.071428571,0.0,0.071428571,14,0.267261242,0.498543441,0.21644938,0.071428571,M1_b,M2_b,0.0393630649637994,0.0194055024158664,0.0222086938940331,0.3909714699004794
274,274,fan,They had an electric fan.,They had a ceiling fan.,True,Homonymy,electric,ceiling,M1_a_M1_b,N,3.9,4.0,0.1,10,0.316227766,0.076492667,0.080676556,0.1,M1_a,M1_b,0.0300625110917882,0.0327621269287979,0.0044658206738288,0.20794929206044988
275,275,fan,They had a zealous fan.,They had an enthusiastic fan.,True,Homonymy,zealous,enthusiastic,M2_a_M2_b,N,3.272727273,4.0,0.727272727,11,1.61807967,0.106026471,0.060933888,0.487869377,M2_a,M2_b,0.0474113160958732,0.0890111955048953,0.0168153117348127,0.039039680500539964
276,276,file,She had a text file.,She had a nail file.,False,Homonymy,text,nail,M1_a_M2_a,N,0.214285714,0.0,0.214285714,14,0.578934224,0.278784513,0.078388691,0.15472668,M1_a,M2_a,0.1971388905405814,0.1658997815487548,0.215950187610694,0.1927596739127686
277,277,file,She had a text file.,She had a steel file.,False,Homonymy,text,steel,M1_a_M2_b,N,0.384615385,0.0,0.384615385,13,0.650443636,0.317461908,0.099503279,0.180400606,M1_a,M2_b,0.0808899961936332,0.0490513787867119,0.1015083014354559,0.1316150101348197
278,278,file,She had a data file.,She had a nail file.,False,Homonymy,data,nail,M1_b_M2_a,N,0.083333333,0.0,0.083333333,12,0.288675135,0.318774164,0.097823262,0.083333333,M1_b,M2_a,0.1246075743486242,0.2186105544455951,0.0669829779823917,0.37296432802911583
279,279,file,She had a data file.,She had a steel file.,False,Homonymy,data,steel,M1_b_M2_b,N,0.25,0.0,0.25,12,0.621581561,0.301388562,0.105181456,0.179435141,M1_b,M2_b,0.0424990607240933,0.079318755764893,0.0187850511152961,0.2692539039827413
280,280,file,She had a text file.,She had a data file.,True,Homonymy,text,data,M1_a_M1_b,N,3.6,4.0,0.4,10,0.516397779,0.118700325,0.054543734,0.163299316,M1_a,M1_b,0.0520713413757127,0.01624395026264,0.0703112007058214,0.0902760356015907
281,281,file,She had a nail file.,She had a steel file.,True,Homonymy,nail,steel,M2_a_M2_b,N,1.8125,2.0,0.1875,16,1.327591805,0.126254261,0.066116333,0.331897951,M2_a,M2_b,0.0347864998649966,0.0489160734409451,0.0255075789627501,0.02172026945841754
282,282,film,It was an action film.,It was a transparent film.,False,Polysemy,action,transparent,M1_a_M2_a,N,1.222222222,2.0,0.777777778,9,1.201850425,0.494718134,0.061695457,0.400616808,M1_a,M2_a,0.0787237081867282,0.0201057055258591,0.1016454816902282,0.2694247488264838
283,283,film,It was an action film.,It was a plastic film.,False,Polysemy,action,plastic,M1_a_M2_b,N,0.388888889,0.0,0.388888889,18,0.697802339,0.486100733,0.123729765,0.164473589,M1_a,M2_b,0.1103788101312701,0.0934220090566025,0.1129480353674066,0.213227779798717
284,284,film,It was a censored film.,It was a transparent film.,False,Polysemy,censored,transparent,M1_b_M2_a,N,1.444444444,2.0,0.555555556,9,1.509230856,0.440122902,0.045653105,0.503076952,M1_b,M2_a,0.0771265255678257,0.0269011943201069,0.0977616640206505,
285,285,film,It was a censored film.,It was a plastic film.,False,Polysemy,censored,plastic,M1_b_M2_b,N,0.066666667,0.0,0.066666667,15,0.25819889,0.447441041,0.128340244,0.066666667,M1_b,M2_b,0.1648340190598408,0.3245837360562125,0.1088120217518068,
286,286,film,It was an action film.,It was a censored film.,True,Polysemy,action,censored,M1_a_M1_b,N,3.8,4.0,0.2,10,0.421637021,0.148115993,0.059191465,0.133333333,M1_a,M1_b,0.0252369957411944,0.084139509161235,0.002436412833486,
287,287,film,It was a transparent film.,It was a plastic film.,True,Polysemy,transparent,plastic,M2_a_M2_b,N,3.4375,4.0,0.5625,16,0.81394103,0.065887511,0.102606654,0.203485257,M2_a,M2_b,0.0642982234990259,0.1755790893674639,0.0153822723000335,0.25689590790930483
288,288,fix,They fixed the radio.,They fixed the date.,False,Polysemy,radio,date,M1_a_M2_a,V,1.833333333,2.0,0.166666667,12,1.466804401,0.243120611,0.162263095,0.423429958,M1_a,M2_a,0.0602240272343386,0.0248477092968844,0.0900386361998448,0.1704765185513033
289,289,fix,They fixed the radio.,They fixed the price.,False,Polysemy,radio,price,M1_a_M2_b,V,1.333333333,1.0,0.333333333,9,0.707106781,0.29379493,0.188381612,0.23570226,M1_a,M2_b,0.062557051138779,0.0640856597682445,0.0549941286219753,0.17633973496570632
290,290,fix,They fixed the dishwasher.,They fixed the date.,False,Polysemy,dishwasher,date,M1_b_M2_a,V,0.833333333,0.5,0.333333333,12,1.193416283,0.345567882,0.155044973,0.344509606,M1_b,M2_a,0.1001227179739718,0.1003103202243849,0.0654262993907862,0.14219091634589676
291,291,fix,They fixed the dishwasher.,They fixed the price.,False,Polysemy,dishwasher,price,M1_b_M2_b,V,0.7,0.5,0.2,10,0.823272602,0.354539871,0.171358287,0.260341656,M1_b,M2_b,0.0854176358782015,0.070160276415217,0.0952925343402432,0.18535147812649988
292,292,fix,They fixed the radio.,They fixed the dishwasher.,True,Polysemy,radio,dishwasher,M1_a_M1_b,V,3.904761905,4.0,0.095238095,21,0.300792604,0.153936148,0.145602703,0.065638327,M1_a,M1_b,0.0326548902181352,0.0420794395716559,0.0214143882552407,0.12100653025282526
293,293,fix,They fixed the date.,They fixed the price.,True,Polysemy,date,price,M2_a_M2_b,V,2.615384615,3.0,0.384615385,13,1.386750491,0.17143929,0.102191091,0.384615385,M2_a,M2_b,0.0862588536596871,0.0867157498904951,0.0777529465937074,0.12807050780445262
294,294,foundation,It was a charitable foundation.,It was a wooden foundation.,False,Polysemy,charitable,wooden,M1_a_M2_a,N,0.583333333,0.0,0.583333333,12,0.792961461,0.405302763,0.151539564,0.228908257,M1_a,M2_a,0.1856609072234428,0.3118314427527372,0.0739932733165011,0.21288555316931612
295,295,foundation,It was a charitable foundation.,It was a concrete foundation.,False,Polysemy,charitable,concrete,M1_a_M2_b,N,1.0,0.0,1.0,16,1.460593487,0.387109995,0.119116426,0.365148372,M1_a,M2_b,0.1805342693036338,0.0555105870405937,0.217536261105725,0.2703559301991859
296,296,foundation,It was an educational foundation.,It was a wooden foundation.,False,Polysemy,educational,wooden,M1_b_M2_a,N,0.75,0.5,0.25,8,1.035098339,0.37853992,0.115469217,0.365962527,M1_b,M2_a,0.1461833425413231,0.2558352208826536,0.0407763245182453,0.29744484204354704
297,297,foundation,It was an educational foundation.,It was a concrete foundation.,False,Polysemy,educational,concrete,M1_b_M2_b,N,1.555555556,1.0,0.555555556,9,1.509230856,0.369950593,0.081631422,0.503076952,M1_b,M2_b,0.0694405504192631,0.0332207500237613,0.1004625576028542,0.40370129133095467
298,298,foundation,It was a charitable foundation.,It was an educational foundation.,True,Polysemy,charitable,educational,M1_a_M1_b,N,3.066666667,4.0,0.933333333,15,1.334523279,0.13188982,0.057687521,0.344572429,M1_a,M1_b,0.0746284320522496,0.0123345479565355,0.0625580315520862,0.09062770092832884
299,299,foundation,It was a wooden foundation.,It was a concrete foundation.,True,Polysemy,wooden,concrete,M2_a_M2_b,N,3.764705882,4.0,0.235294118,17,0.562295715,0.068252504,0.048521876,0.136376743,M2_a,M2_b,0.078296001088967,0.1168284985945921,0.0430034777699165,0.058390752881974484
