sentence1,sentence2,word,string,Same_sense,Distance,Layer,S1_ntokens,S2_ntokens,token_diffs,n_params
It was about forty degrees.,It was about associate degrees.,degree,degrees,False,0.32137438155444553,7,8,8,0,177853440
It was about forty degrees.,It was about college degrees.,degree,degrees,False,0.2907678708525837,7,8,8,0,177853440
It was about fifty degrees.,It was about associate degrees.,degree,degrees,False,0.328236211646351,7,8,8,0,177853440
It was about fifty degrees.,It was about college degrees.,degree,degrees,False,0.29532509617967817,7,8,8,0,177853440
It was about forty degrees.,It was about fifty degrees.,degree,degrees,True,0.0047599450001782895,7,8,8,0,177853440
It was about associate degrees.,It was about college degrees.,degree,degrees,True,0.06133070796227791,7,8,8,0,177853440
They liked the floral design.,They liked the product design.,design,design,False,0.08610363526703202,7,10,9,1,177853440
They liked the floral design.,They liked the architectural design.,design,design,False,0.057795309102112835,7,10,9,1,177853440
They liked the geometric design.,They liked the product design.,design,design,False,0.08988453043911004,7,11,9,2,177853440
They liked the geometric design.,They liked the architectural design.,design,design,False,0.056908436523309236,7,11,9,2,177853440
They liked the floral design.,They liked the geometric design.,design,design,True,0.05237435439605753,7,10,11,1,177853440
They liked the product design.,They liked the architectural design.,design,design,True,0.051306648473766425,7,9,9,0,177853440
They liked the turkey dinner.,They liked the formal dinner.,dinner,dinner,False,0.07373192026487352,7,10,9,1,177853440
They liked the turkey dinner.,They liked the anniversary dinner.,dinner,dinner,False,0.0783673570843395,7,10,9,1,177853440
They liked the light dinner.,They liked the formal dinner.,dinner,dinner,False,0.05440781167454767,7,9,9,0,177853440
They liked the light dinner.,They liked the anniversary dinner.,dinner,dinner,False,0.07334246318780546,7,9,9,0,177853440
They liked the turkey dinner.,They liked the light dinner.,dinner,dinner,True,0.04924231680948643,7,10,9,1,177853440
They liked the formal dinner.,They liked the anniversary dinner.,dinner,dinner,True,0.05511489511293366,7,9,9,0,177853440
They drained the account.,They drained the pool.,drain,drained,False,0.0794039654118992,7,8,8,0,177853440
They drained the account.,They drained the pond.,drain,drained,False,0.09196074634022666,7,8,8,0,177853440
They drained the budget.,They drained the pool.,drain,drained,False,0.11715604165768523,7,8,8,0,177853440
They drained the budget.,They drained the pond.,drain,drained,False,0.13450670203076387,7,8,8,0,177853440
They drained the account.,They drained the budget.,drain,drained,True,0.04636395588415654,7,8,8,0,177853440
They drained the pool.,They drained the pond.,drain,drained,True,0.01477596404116499,7,8,8,0,177853440
He drew a gun.,He drew a tree.,draw,drew,False,0.035232366344915333,7,7,7,0,177853440
He drew a gun.,They drew a picture.,draw,drew,False,0.08857814647360629,7,7,7,0,177853440
He drew a sword.,He drew a tree.,draw,drew,False,0.04042651772458272,7,7,7,0,177853440
He drew a sword.,They drew a picture.,draw,drew,False,0.09593556047637097,7,7,7,0,177853440
He drew a gun.,He drew a sword.,draw,drew,True,0.018816941060934234,7,7,7,0,177853440
He drew a tree.,They drew a picture.,draw,drew,True,0.0821072034470941,7,7,7,0,177853440
He had a recurring dream.,He had a childhood dream.,dream,dream,False,0.06895044783861437,7,8,8,0,177853440
He had a recurring dream.,He had a career dream.,dream,dream,False,0.09348263264217671,7,8,8,0,177853440
He had a bad dream.,He had a childhood dream.,dream,dream,False,0.0760890358275006,7,8,8,0,177853440
He had a bad dream.,He had a career dream.,dream,dream,False,0.11530135121652785,7,8,8,0,177853440
He had a recurring dream.,He had a bad dream.,dream,dream,True,0.07146134008306215,7,8,8,0,177853440
He had a childhood dream.,He had a career dream.,dream,dream,True,0.059661365831559676,7,8,8,0,177853440
It was a grueling drill.,It was an electric drill.,drill,drill,False,0.03458093077893132,7,11,9,2,177853440
It was a grueling drill.,It was a battery-powered drill.,drill,drill,False,0.049159957996485426,7,11,11,0,177853440
It was a challenging drill.,It was an electric drill.,drill,drill,False,0.07391016703988751,7,9,9,0,177853440
It was a challenging drill.,It was a battery-powered drill.,drill,drill,False,0.07159990573097563,7,9,11,2,177853440
It was a grueling drill.,It was a challenging drill.,drill,drill,True,0.06328370587406995,7,11,9,2,177853440
It was an electric drill.,It was a battery-powered drill.,drill,drill,True,0.038793626084755894,7,9,11,2,177853440
It was a multiple-choice examination.,It was a prostate examination.,examination,examination,False,0.05806691658085272,7,10,9,1,177853440
It was a multiple-choice examination.,It was a physical examination.,examination,examination,False,0.06186955390581361,7,10,8,2,177853440
It was a difficult examination.,It was a prostate examination.,examination,examination,False,0.1020205763122305,7,8,9,1,177853440
It was a difficult examination.,It was a physical examination.,examination,examination,False,0.09587351423257351,7,8,8,0,177853440
It was a multiple-choice examination.,It was a difficult examination.,examination,examination,True,0.10609200545787612,7,10,8,2,177853440
It was a prostate examination.,It was a physical examination.,examination,examination,True,0.039755970041998046,7,9,8,1,177853440
They had an electric fan.,They had a zealous fan.,fan,fan,False,0.09710859550504791,7,8,10,2,177853440
They had an electric fan.,They had an enthusiastic fan.,fan,fan,False,0.13934229144100785,7,8,11,3,177853440
They had a ceiling fan.,They had a zealous fan.,fan,fan,False,0.1545609365302293,7,8,10,2,177853440
They had a ceiling fan.,They had an enthusiastic fan.,fan,fan,False,0.19615138520656517,7,8,11,3,177853440
They had an electric fan.,They had a ceiling fan.,fan,fan,True,0.0831391469068189,7,8,8,0,177853440
They had a zealous fan.,They had an enthusiastic fan.,fan,fan,True,0.0356277575088777,7,10,11,1,177853440
She had a text file.,She had a nail file.,file,file,False,0.05164835197296458,7,8,9,1,177853440
She had a text file.,She had a steel file.,file,file,False,0.07606558611833747,7,8,8,0,177853440
She had a data file.,She had a nail file.,file,file,False,0.059613721468563585,7,8,9,1,177853440
She had a data file.,She had a steel file.,file,file,False,0.08837110659540981,7,8,8,0,177853440
She had a text file.,She had a data file.,file,file,True,0.019664545861703076,7,8,8,0,177853440
She had a nail file.,She had a steel file.,file,file,True,0.03932351896320729,7,9,8,1,177853440
It was an action film.,It was a transparent film.,film,film,False,0.17298746672202547,7,8,8,0,177853440
It was an action film.,It was a plastic film.,film,film,False,0.1308374751714123,7,8,8,0,177853440
It was a censored film.,It was a transparent film.,film,film,False,0.143141739748057,7,9,8,1,177853440
It was a censored film.,It was a plastic film.,film,film,False,0.11834227450283408,7,9,8,1,177853440
It was an action film.,It was a censored film.,film,film,True,0.08335833484923638,7,8,9,1,177853440
It was a transparent film.,It was a plastic film.,film,film,True,0.03827878389657524,7,8,8,0,177853440
They fixed the radio.,They fixed the date.,fix,fixed,False,0.04836359649785171,7,7,7,0,177853440
They fixed the radio.,They fixed the price.,fix,fixed,False,0.06041811766127181,7,7,7,0,177853440
They fixed the dishwasher.,They fixed the date.,fix,fixed,False,0.05824391242599891,7,9,7,2,177853440
They fixed the dishwasher.,They fixed the price.,fix,fixed,False,0.07038308090758016,7,9,7,2,177853440
They fixed the radio.,They fixed the dishwasher.,fix,fixed,True,0.034710886536309715,7,7,9,2,177853440
They fixed the date.,They fixed the price.,fix,fixed,True,0.0279229203804634,7,7,7,0,177853440
It was a charitable foundation.,It was a wooden foundation.,foundation,foundation,False,0.2386314888411425,7,9,8,1,177853440
It was a charitable foundation.,It was a concrete foundation.,foundation,foundation,False,0.22777252762928568,7,9,8,1,177853440
It was an educational foundation.,It was a wooden foundation.,foundation,foundation,False,0.20682214260209653,7,8,8,0,177853440
It was an educational foundation.,It was a concrete foundation.,foundation,foundation,False,0.19635263736155784,7,8,8,0,177853440
It was a charitable foundation.,It was an educational foundation.,foundation,foundation,True,0.042979417220745164,7,9,8,1,177853440
It was a wooden foundation.,It was a concrete foundation.,foundation,foundation,True,0.030962822863138784,7,8,8,0,177853440
It was a mathematical function.,It was a social function.,function,function,False,0.19032571806162535,7,8,8,0,177853440
It was a mathematical function.,It was a business function.,function,function,False,0.23048305810587544,7,8,8,0,177853440
It was a linear function.,It was a social function.,function,function,False,0.22795130969845012,7,8,8,0,177853440
It was a linear function.,It was a business function.,function,function,False,0.2500947315236389,7,8,8,0,177853440
It was a mathematical function.,It was a linear function.,function,function,True,0.048516876797501496,7,8,8,0,177853440
It was a social function.,It was a business function.,function,function,True,0.0411376159556156,7,8,8,0,177853440
He was on the firm ground.,He was on the camp ground.,ground,ground,False,0.09289558824602895,7,9,9,0,177853440
He was on the firm ground.,He was on the parade ground.,ground,ground,False,0.14958006141477442,7,9,9,0,177853440
He was on the frozen ground.,He was on the camp ground.,ground,ground,False,0.1465684989437731,7,10,9,1,177853440
He was on the frozen ground.,He was on the parade ground.,ground,ground,False,0.17766390010616562,7,10,9,1,177853440
He was on the firm ground.,He was on the frozen ground.,ground,ground,True,0.18046979259098472,7,9,10,1,177853440
He was on the camp ground.,He was on the parade ground.,ground,ground,True,0.06936270335317951,7,9,9,0,177853440
They liked the night guard.,They liked the coast guard.,guard,guard,False,0.06506308872685163,7,9,9,0,177853440
They liked the night guard.,They liked the national guard.,guard,guard,False,0.07405122368325157,7,9,9,0,177853440
They liked the security guard.,They liked the coast guard.,guard,guard,False,0.08171224900397522,7,9,9,0,177853440
They liked the security guard.,They liked the national guard.,guard,guard,False,0.0815717882537963,7,9,9,0,177853440
They liked the night guard.,They liked the security guard.,guard,guard,True,0.07607265901378246,7,9,9,0,177853440
They liked the coast guard.,They liked the national guard.,guard,guard,True,0.06031803642074174,7,9,9,0,177853440
He had an assembly guide.,He had a talkative guide.,guide,guide,False,0.061161965190021705,7,8,9,1,177853440
He had an assembly guide.,He had a friendly guide.,guide,guide,False,0.08254585153379468,7,8,8,0,177853440
He had a TV guide.,He had a talkative guide.,guide,guide,False,0.06585827082468254,7,8,9,1,177853440
He had a TV guide.,He had a friendly guide.,guide,guide,False,0.11614500978138409,7,8,8,0,177853440
He had an assembly guide.,He had a TV guide.,guide,guide,True,0.07518575998329635,7,8,8,0,177853440
He had a talkative guide.,He had a friendly guide.,guide,guide,True,0.05743655422596061,7,9,8,1,177853440
They hailed a cab.,They hailed a friend.,hail,hailed,False,0.07076986798671492,7,9,8,1,177853440
They hailed a cab.,They hailed a guest.,hail,hailed,False,0.05838762122618035,7,9,8,1,177853440
They hailed a taxi.,They hailed a friend.,hail,hailed,False,0.07352463015001054,7,8,8,0,177853440
They hailed a taxi.,They hailed a guest.,hail,hailed,False,0.0548602248311304,7,8,8,0,177853440
They hailed a cab.,They hailed a taxi.,hail,hailed,True,0.025694665371125414,7,9,8,1,177853440
They hailed a friend.,They hailed a guest.,hail,hailed,True,0.0332331626024448,7,8,8,0,177853440
It was a summer home.,It was a funeral home.,home,home,False,0.11538199655720716,7,8,8,0,177853440
It was a summer home.,It was a nursing home.,home,home,False,0.07337818961892839,7,8,9,1,177853440
It was a childhood home.,It was a funeral home.,home,home,False,0.10766060987077508,7,8,8,0,177853440
It was a childhood home.,It was a nursing home.,home,home,False,0.10046050927369088,7,8,9,1,177853440
It was a summer home.,It was a childhood home.,home,home,True,0.05628173119101276,7,8,8,0,177853440
It was a funeral home.,It was a nursing home.,home,home,True,0.11705439546188434,7,8,9,1,177853440
They had natural intelligence.,They had classified intelligence.,intelligence,intelligence,False,0.12101216883318178,7,7,7,0,177853440
They had natural intelligence.,They had military intelligence.,intelligence,intelligence,False,0.07010648065677771,7,7,7,0,177853440
They had innate intelligence.,They had classified intelligence.,intelligence,intelligence,False,0.10802427710114515,7,8,7,1,177853440
They had innate intelligence.,They had military intelligence.,intelligence,intelligence,False,0.07161718328152522,7,8,7,1,177853440
They had natural intelligence.,They had innate intelligence.,intelligence,intelligence,True,0.04587624736833318,7,7,8,1,177853440
They had classified intelligence.,They had military intelligence.,intelligence,intelligence,True,0.07897499389707152,7,7,7,0,177853440
It was a sensitive issue.,It was a weekly issue.,issue,issue,False,0.21956268335968854,7,8,8,0,177853440
It was a sensitive issue.,It was a special issue.,issue,issue,False,0.20602636485795722,7,8,8,0,177853440
It was a political issue.,It was a weekly issue.,issue,issue,False,0.21847601886031853,7,8,8,0,177853440
It was a political issue.,It was a special issue.,issue,issue,False,0.2332864446195294,7,8,8,0,177853440
It was a sensitive issue.,It was a political issue.,issue,issue,True,0.07933196400717013,7,8,8,0,177853440
It was a weekly issue.,It was a special issue.,issue,issue,True,0.08384866220823939,7,8,8,0,177853440
It was a blackberry jam.,It was a traffic jam.,jam,jam,False,0.15319964307991696,7,9,8,1,177853440
It was a blackberry jam.,It was a paper jam.,jam,jam,False,0.040546958953065815,7,9,8,1,177853440
It was a peach jam.,It was a traffic jam.,jam,jam,False,0.16956182955043986,7,9,8,1,177853440
It was a peach jam.,It was a paper jam.,jam,jam,False,0.034275029830633796,7,9,8,1,177853440
It was a blackberry jam.,It was a peach jam.,jam,jam,True,0.04739662225656238,7,9,9,0,177853440
It was a traffic jam.,It was a paper jam.,jam,jam,True,0.14593668171514995,7,8,8,0,177853440
It was a duplicate key.,It was a delete key.,key,key,False,0.0277622406373359,7,10,9,1,177853440
It was a duplicate key.,It was a backspace key.,key,key,False,0.09592480292262318,7,10,9,1,177853440
It was a master key.,It was a delete key.,key,key,False,0.10281961892714908,7,8,9,1,177853440
It was a master key.,It was a backspace key.,key,key,False,0.08225019999105554,7,8,9,1,177853440
It was a duplicate key.,It was a master key.,key,key,True,0.09703636320981646,7,10,8,2,177853440
It was a delete key.,It was a backspace key.,key,key,True,0.09408571168586188,7,9,9,0,177853440
They liked the marinated lamb.,They liked the cute lamb.,lamb,lamb,False,0.02253089436919431,7,11,11,0,177853440
They liked the marinated lamb.,They liked the friendly lamb.,lamb,lamb,False,0.031829927423842164,7,11,10,1,177853440
They liked the grilled lamb.,They liked the cute lamb.,lamb,lamb,False,0.024214858609220014,7,12,11,1,177853440
They liked the grilled lamb.,They liked the friendly lamb.,lamb,lamb,False,0.038510647748534965,7,12,10,2,177853440
They liked the marinated lamb.,They liked the grilled lamb.,lamb,lamb,True,0.011516882182564303,7,11,12,1,177853440
They liked the cute lamb.,They liked the friendly lamb.,lamb,lamb,True,0.03620674962929371,7,11,10,1,177853440
She lapped the milk.,She lapped the runners.,lap,lapped,False,0.08813321014937203,7,8,8,0,177853440
She lapped the milk.,She lapped the competitors.,lap,lapped,False,0.09287007380068912,7,8,8,0,177853440
She lapped the water.,She lapped the runners.,lap,lapped,False,0.08519927721680531,7,8,8,0,177853440
She lapped the water.,She lapped the competitors.,lap,lapped,False,0.088436925061527,7,8,8,0,177853440
She lapped the milk.,She lapped the water.,lap,lapped,True,0.01556119426118141,7,8,8,0,177853440
She lapped the runners.,She lapped the competitors.,lap,lapped,True,0.015330320607863213,7,8,8,0,177853440
She loaded the gun.,She loaded the truck.,load,loaded,False,0.01882315766328313,7,7,7,0,177853440
She loaded the gun.,She loaded the van.,load,loaded,False,0.028218909428832095,7,7,7,0,177853440
She loaded the rifle.,She loaded the truck.,load,loaded,False,0.016515662499587025,7,7,7,0,177853440
She loaded the rifle.,She loaded the van.,load,loaded,False,0.024963267204031858,7,7,7,0,177853440
She loaded the gun.,She loaded the rifle.,load,loaded,True,0.009830588984897526,7,7,7,0,177853440
She loaded the truck.,She loaded the van.,load,loaded,True,0.01592684693785562,7,7,7,0,177853440
She had curly locks.,She had window locks.,lock,locks,False,0.06643858170291272,7,9,8,1,177853440
She had curly locks.,She had door locks.,lock,locks,False,0.06626484159468915,7,9,8,1,177853440
She had brown locks.,She had window locks.,lock,locks,False,0.06359384255943368,7,8,8,0,177853440
She had brown locks.,She had door locks.,lock,locks,False,0.0642272814190824,7,8,8,0,177853440
She had curly locks.,She had brown locks.,lock,locks,True,0.018320446472578245,7,9,8,1,177853440
She had window locks.,She had door locks.,lock,locks,True,0.027188303170706196,7,8,8,0,177853440
They liked the hot lunch.,They liked the afternoon lunch.,lunch,lunch,False,0.05398772093897608,7,10,10,0,177853440
They liked the hot lunch.,They liked the women's lunch.,lunch,lunch,False,0.0482622611085084,7,10,12,2,177853440
They liked the sandwich lunch.,They liked the afternoon lunch.,lunch,lunch,False,0.06176009836429763,7,11,10,1,177853440
They liked the sandwich lunch.,They liked the women's lunch.,lunch,lunch,False,0.054181167125744056,7,11,12,1,177853440
They liked the hot lunch.,They liked the sandwich lunch.,lunch,lunch,True,0.050897287825418136,7,10,11,1,177853440
They liked the afternoon lunch.,They liked the women's lunch.,lunch,lunch,True,0.05908384779362896,7,10,12,2,177853440
He liked the flea market.,He liked the housing market.,market,market,False,0.06479649564843226,7,10,9,1,177853440
He liked the flea market.,He liked the stock market.,market,market,False,0.10887921848054072,7,10,9,1,177853440
He liked the fish market.,He liked the housing market.,market,market,False,0.04827038504247527,7,9,9,0,177853440
He liked the fish market.,He liked the stock market.,market,market,False,0.08161219446753942,7,9,9,0,177853440
He liked the flea market.,He liked the fish market.,market,market,True,0.02938525480439025,7,10,9,1,177853440
He liked the housing market.,He liked the stock market.,market,market,True,0.08595972332593027,7,9,9,0,177853440
It was a lit match.,It was a soccer match.,match,match,False,0.10976761601156693,7,8,8,0,177853440
It was a lit match.,It was a tennis match.,match,match,False,0.09658881058253466,7,8,8,0,177853440
It was a burning match.,It was a soccer match.,match,match,False,0.14254313289918075,7,8,8,0,177853440
It was a burning match.,It was a tennis match.,match,match,False,0.11243858952584995,7,8,8,0,177853440
It was a lit match.,It was a burning match.,match,match,True,0.090100205769717,7,8,8,0,177853440
It was a soccer match.,It was a tennis match.,match,match,True,0.05674605837697355,7,8,8,0,177853440
It was cough medicine.,It was orthopedic medicine.,medicine,medicine,False,0.07433498956491391,7,8,10,2,177853440
It was cough medicine.,It was veterinary medicine.,medicine,medicine,False,0.08377170691370839,7,8,9,1,177853440
It was prescription medicine.,It was orthopedic medicine.,medicine,medicine,False,0.0652952025556458,7,8,10,2,177853440
It was prescription medicine.,It was veterinary medicine.,medicine,medicine,False,0.07708810437304292,7,8,9,1,177853440
It was cough medicine.,It was prescription medicine.,medicine,medicine,True,0.0732388034100665,7,8,8,0,177853440
It was orthopedic medicine.,It was veterinary medicine.,medicine,medicine,True,0.02625964337176734,7,10,9,1,177853440
There was a phone message.,There was an urgent message.,message,message,False,0.09789675540542164,7,8,9,1,177853440
There was a phone message.,There was a clear message.,message,message,False,0.09457187077165163,7,8,8,0,177853440
There was a computer message.,There was an urgent message.,message,message,False,0.09922590052287994,7,8,9,1,177853440
There was a computer message.,There was a clear message.,message,message,False,0.09801342041415073,7,8,8,0,177853440
There was a phone message.,There was a computer message.,message,message,True,0.038527489481706145,7,8,8,0,177853440
There was an urgent message.,There was a clear message.,message,message,True,0.028775176168512884,7,9,8,1,177853440
It was a fungal mold.,It was a rubber mold.,mold,mold,False,0.08522514580017904,7,10,9,1,177853440
It was a fungal mold.,It was a clay mold.,mold,mold,False,0.09828773319408157,7,10,9,1,177853440
It was a harmful mold.,It was a rubber mold.,mold,mold,False,0.060321125132852704,7,10,9,1,177853440
It was a harmful mold.,It was a clay mold.,mold,mold,False,0.06655662108525984,7,10,9,1,177853440
It was a fungal mold.,It was a harmful mold.,mold,mold,True,0.09129493656705012,7,10,10,0,177853440
It was a rubber mold.,It was a clay mold.,mold,mold,True,0.019785726529126357,7,9,9,0,177853440
She saw the cancerous mole.,She saw the cute mole.,mole,mole,False,0.039034082204081444,7,10,10,0,177853440
She saw the cancerous mole.,She saw the fast mole.,mole,mole,False,0.04213528110154208,7,10,9,1,177853440
She saw the raised mole.,She saw the cute mole.,mole,mole,False,0.030827909831080302,7,9,10,1,177853440
She saw the raised mole.,She saw the fast mole.,mole,mole,False,0.03339309384482747,7,9,9,0,177853440
She saw the cancerous mole.,She saw the raised mole.,mole,mole,True,0.044490457296208374,7,10,9,1,177853440
She saw the cute mole.,She saw the fast mole.,mole,mole,True,0.022970371977034776,7,10,9,1,177853440
He liked the rhythmic movement.,He liked the feminist movement.,movement,movement,False,0.15489947873050358,7,10,9,1,177853440
He liked the rhythmic movement.,He liked the civil-rights movement.,movement,movement,False,0.1375639354382766,7,10,11,1,177853440
He liked the graceful movement.,He liked the feminist movement.,movement,movement,False,0.1604473312952316,7,11,9,2,177853440
He liked the graceful movement.,He liked the civil-rights movement.,movement,movement,False,0.1346247695871664,7,11,11,0,177853440
He liked the rhythmic movement.,He liked the graceful movement.,movement,movement,True,0.05556300320824781,7,10,11,1,177853440
He liked the feminist movement.,He liked the civil-rights movement.,movement,movement,True,0.04030169853632981,7,9,11,2,177853440
It was a national newspaper.,It was a faded newspaper.,newspaper,newspaper,False,0.06204728128209425,7,8,9,1,177853440
It was a national newspaper.,It was a shredded newspaper.,newspaper,newspaper,False,0.08037211448258885,7,8,10,2,177853440
It was a daily newspaper.,It was a faded newspaper.,newspaper,newspaper,False,0.08708946673885742,7,8,9,1,177853440
It was a daily newspaper.,It was a shredded newspaper.,newspaper,newspaper,False,0.09944857141946128,7,8,10,2,177853440
It was a national newspaper.,It was a daily newspaper.,newspaper,newspaper,True,0.040468219285709095,7,8,8,0,177853440
It was a faded newspaper.,It was a shredded newspaper.,newspaper,newspaper,True,0.009859866365987124,7,9,10,1,177853440
It was a juicy orange.,It was a bright orange.,orange,orange,False,0.06061660694433435,7,9,8,1,177853440
It was a juicy orange.,It was a reddish orange.,orange,orange,False,0.032221290649063095,7,9,9,0,177853440
It was a ripe orange.,It was a bright orange.,orange,orange,False,0.06299601274670086,7,9,8,1,177853440
It was a ripe orange.,It was a reddish orange.,orange,orange,False,0.034960773117411525,7,9,9,0,177853440
It was a juicy orange.,It was a ripe orange.,orange,orange,True,0.02675098414888999,7,9,9,0,177853440
It was a bright orange.,It was a reddish orange.,orange,orange,True,0.046327868722657595,7,8,9,1,177853440
He saw the young page.,He saw the blank page.,page,page,False,0.0886324458499177,7,8,9,1,177853440
He saw the young page.,He saw the ripped page.,page,page,False,0.09339019163562812,7,8,9,1,177853440
He saw the loyal page.,He saw the blank page.,page,page,False,0.10407905456596844,7,8,9,1,177853440
He saw the loyal page.,He saw the ripped page.,page,page,False,0.10638119225708609,7,8,9,1,177853440
He saw the young page.,He saw the loyal page.,page,page,True,0.05312993414745826,7,8,8,0,177853440
He saw the blank page.,He saw the ripped page.,page,page,True,0.03456471288024776,7,9,9,0,177853440
It was a calloused palm.,It was a tropical palm.,palm,palm,False,0.13411491027185052,7,10,8,2,177853440
It was a calloused palm.,It was a tree palm.,palm,palm,False,0.09843057127765475,7,10,8,2,177853440
It was a wrinkled palm.,It was a tropical palm.,palm,palm,False,0.15305822929207302,7,11,8,3,177853440
It was a wrinkled palm.,It was a tree palm.,palm,palm,False,0.1081093408658843,7,11,8,3,177853440
It was a calloused palm.,It was a wrinkled palm.,palm,palm,True,0.02825909471210919,7,10,11,1,177853440
It was a tropical palm.,It was a tree palm.,palm,palm,True,0.12154987642185944,7,8,8,0,177853440
It was a control panel.,It was an advisory panel.,panel,panel,False,0.19415160546627486,7,8,9,1,177853440
It was a control panel.,It was a consumer panel.,panel,panel,False,0.09446025812354897,7,8,8,0,177853440
It was an instrument panel.,It was an advisory panel.,panel,panel,False,0.20189092187295476,7,8,9,1,177853440
It was an instrument panel.,It was a consumer panel.,panel,panel,False,0.07402819163710483,7,8,8,0,177853440
It was a control panel.,It was an instrument panel.,panel,panel,True,0.06043829310725446,7,8,8,0,177853440
It was an advisory panel.,It was a consumer panel.,panel,panel,True,0.13401406724589815,7,9,8,1,177853440
It was a secret passage.,It was a literary passage.,passage,passage,False,0.07448095570906532,7,8,8,0,177853440
It was a secret passage.,It was a biblical passage.,passage,passage,False,0.07928721171784292,7,8,10,2,177853440
It was a narrow passage.,It was a literary passage.,passage,passage,False,0.1381501396694973,7,8,8,0,177853440
It was a narrow passage.,It was a biblical passage.,passage,passage,False,0.15348807838795808,7,8,10,2,177853440
It was a secret passage.,It was a narrow passage.,passage,passage,True,0.10373270341685603,7,8,8,0,177853440
It was a literary passage.,It was a biblical passage.,passage,passage,True,0.04694168792920794,7,8,10,2,177853440
She penned her animals.,She penned her memoirs.,pen,penned,False,0.09061114799461678,7,8,10,2,177853440
She penned her animals.,She penned her thoughts.,pen,penned,False,0.06800312681663057,7,8,9,1,177853440
She penned her livestock.,She penned her memoirs.,pen,penned,False,0.08141446799152807,7,9,10,1,177853440
She penned her livestock.,She penned her thoughts.,pen,penned,False,0.07075046918254546,7,9,9,0,177853440
She penned her animals.,She penned her livestock.,pen,penned,True,0.025649126172179626,7,8,9,1,177853440
She penned her memoirs.,She penned her thoughts.,pen,penned,True,0.07304331587279378,7,10,9,1,177853440
It was a tasty perch.,It was a lofty perch.,perch,perch,False,0.04585515166613574,7,10,10,0,177853440
It was a tasty perch.,It was a secure perch.,perch,perch,False,0.0637507706760182,7,10,9,1,177853440
It was a freshwater perch.,It was a lofty perch.,perch,perch,False,0.16029658359519383,7,9,10,1,177853440
It was a freshwater perch.,It was a secure perch.,perch,perch,False,0.15225461769808246,7,9,9,0,177853440
It was a tasty perch.,It was a freshwater perch.,perch,perch,True,0.1052865605520712,7,10,9,1,177853440
It was a lofty perch.,It was a secure perch.,perch,perch,True,0.06039376192864565,7,10,9,1,177853440
He picked his coffee.,He picked his scab.,pick,picked,False,0.03196900944903125,7,7,9,2,177853440
He picked his coffee.,He picked his nose.,pick,picked,False,0.04747102704300199,7,7,7,0,177853440
He picked his dinner.,He picked his scab.,pick,picked,False,0.031053022497083083,7,7,9,2,177853440
He picked his dinner.,He picked his nose.,pick,picked,False,0.06066133037057708,7,7,7,0,177853440
He picked his coffee.,He picked his dinner.,pick,picked,True,0.027876189738714086,7,7,7,0,177853440
He picked his scab.,He picked his nose.,pick,picked,True,0.04014198430779037,7,9,7,2,177853440
He saw the fast pitcher.,He saw the glass pitcher.,pitcher,pitcher,False,0.11554871255637389,7,8,8,0,177853440
He saw the fast pitcher.,He saw the plastic pitcher.,pitcher,pitcher,False,0.06796162013256557,7,8,8,0,177853440
He saw the right-handed pitcher.,He saw the glass pitcher.,pitcher,pitcher,False,0.18686076264576956,7,10,8,2,177853440
He saw the right-handed pitcher.,He saw the plastic pitcher.,pitcher,pitcher,False,0.1295349098759161,7,10,8,2,177853440
He saw the fast pitcher.,He saw the right-handed pitcher.,pitcher,pitcher,True,0.06661416728983827,7,8,10,2,177853440
He saw the glass pitcher.,He saw the plastic pitcher.,pitcher,pitcher,True,0.05586642230917904,7,8,8,0,177853440
She poached the deer.,She poached the eggs.,poach,poached,False,0.03137624761229818,7,9,8,1,177853440
She poached the deer.,She poached the vegetables.,poach,poached,False,0.03028860833537672,7,9,10,1,177853440
She poached the bear.,She poached the eggs.,poach,poached,False,0.02856874481433036,7,8,8,0,177853440
She poached the bear.,She poached the vegetables.,poach,poached,False,0.041198128979822446,7,8,10,2,177853440
She poached the deer.,She poached the bear.,poach,poached,True,0.010578726554711482,7,9,8,1,177853440
She poached the eggs.,She poached the vegetables.,poach,poached,True,0.04048817892188217,7,8,10,2,177853440
It was a windy port.,It was a delicious port.,port,port,False,0.0377242969740591,7,9,10,1,177853440
It was a windy port.,It was a sweet port.,port,port,False,0.05416959878302041,7,9,8,1,177853440
It was a seaside port.,It was a delicious port.,port,port,False,0.05590173725982195,7,9,10,1,177853440
It was a seaside port.,It was a sweet port.,port,port,False,0.08949572691513796,7,9,8,1,177853440
It was a windy port.,It was a seaside port.,port,port,True,0.025626913389679706,7,9,9,0,177853440
It was a delicious port.,It was a sweet port.,port,port,True,0.04916782669925868,7,10,8,2,177853440
He was in a distinguished position.,He was in a fetal position.,position,position,False,0.1934407660937958,7,9,10,1,177853440
He was in a distinguished position.,He was in a yoga position.,position,position,False,0.17844817108365896,7,9,10,1,177853440
He was in a prominent position.,He was in a fetal position.,position,position,False,0.17803168107166645,7,9,10,1,177853440
He was in a prominent position.,He was in a yoga position.,position,position,False,0.16414944526813213,7,9,10,1,177853440
He was in a distinguished position.,He was in a prominent position.,position,position,True,0.0662630594405702,7,9,9,0,177853440
He was in a fetal position.,He was in a yoga position.,position,position,True,0.08659480437061395,7,10,10,0,177853440
It was a wooden post.,It was a teaching post.,post,post,False,0.11502858760413226,7,8,8,0,177853440
